Label,X,Y,Z,slop(x),slop(x/z),slop(1/z),slop(1/x),slop(z/x),slop(z)
9,443.505386,0.749374,-25.969545,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
-1,264.987649,0.746216,-1.800266,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
15,1021.132247,0.744654,16.418725,0.043021,0.025233664,-0.586542945,-23.2,39.6295995,-1.704905
1,-361.516466,0.745381,98.872772,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
-1,812.834643,0.746216,-0.268851,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
1,-471.544177,0.745381,106.572787,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
7,115.342129,0.744838,75.324781,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
1,-627.712541,0.745381,117.501841,-1.774641,-14.28938024,-8.051983606,0.563,-0.069982041,-0.124193
5,668.430815,0.754196,45.072001,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
2,378.489442,0.745906,26.986667,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
4,84.567495,0.658266,55.969185,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
5,387.401696,0.754196,78.374382,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
12,1045.497242,0.745765,-1.311861,-1.183161,6.523070222,5.513256626,0.845,0.153302044,0.181381
13,955.271185,0.744162,-5.283535,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
7,228.368775,0.744838,66.213379,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
17,886.487797,0.749372,2.12958,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
15,1021.084177,0.743704,12.217729,-0.069422,-0.042327313,-0.609710369,14.4,-23.62540693,-1.640123
0,787.572768,0.746279,14.612196,-1.564812,-18.06253968,-11.54294553,0.639,-0.0553632,-0.086633
5,363.313485,0.754196,81.228872,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
3,1036.492974,0.748309,-9.996809,0.499599,-0.498576917,0.997954194,-2.0,-2.005708578,1.00205
5,711.789594,0.754196,39.933919,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
2,-544.76748,0.745906,63.981449,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
14,401.892522,0.746095,-83.037599,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
1,195.72065,0.745381,59.875921,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
9,32.09071,0.749374,-44.01635,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
7,318.462478,0.744838,58.950667,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
0,178.853462,0.746279,48.315232,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
5,372.94877,0.754196,80.087076,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
5,384.189934,0.754196,78.754981,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
3,1040.334227,0.748211,-0.608796,-1.025411,1.655354499,1.614332691,0.975,0.60410021,0.619451
1,234.762741,0.745381,57.143658,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
-1,687.520668,0.746216,-0.619146,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
5,-412.326884,0.754196,173.143444,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
-1,-363.188816,0.746216,-3.556227,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
10,432.20344,0.680672,-41.193691,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
11,8.983796,0.750461,-31.747936,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
5,549.595645,0.754196,59.154151,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
8,593.023131,0.746084,-0.587604,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
12,1035.991808,0.747128,7.105799,0.305358,0.297764993,-0.975134081,-3.27,3.358353146,-1.0255
1,-331.347578,0.745381,96.761477,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
11,911.11031,0.750461,-3.705365,-1.705344,32.16962517,18.86400936,0.586,0.031085224,0.053011
16,904.278315,0.696091,-13.441275,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
8,585.051544,0.746084,-0.604801,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
17,-145.811209,0.749372,13.599321,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
1,547.099469,0.745381,35.285551,-1.77464,-14.28937219,-8.051983606,0.563,-0.069982081,-0.124193
1,343.015812,0.745381,49.567837,-1.774641,-14.28938024,-8.051983606,0.563,-0.069982041,-0.124193
4,45.362338,0.658266,58.241898,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
-1,-70.789541,0.746216,-2.738874,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
1,133.608233,0.745381,64.222704,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
12,1049.492929,0.743704,11.531256,0.895769,-0.899805528,1.004506215,-1.12,-1.111351252,0.995514
14,662.675112,0.746095,-49.236341,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
16,-138.427088,0.696091,-115.820747,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
6,1025.22208,0.744897,-1.349734,-1.354365,2.16949367,1.601853024,0.738,0.460937044,0.624277
5,-246.921174,0.754196,153.542614,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
9,879.949091,0.749374,-6.824836,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
14,-108.404276,0.746095,-149.179568,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
-1,726.078814,0.746216,-0.511363,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
11,975.913348,0.750461,-1.690965,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
13,-194.581495,0.744162,-78.629652,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
1,-315.375813,0.745381,95.643733,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
5,816.171838,0.754196,27.564464,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
2,-359.770306,0.745906,56.568637,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
0,-375.096772,0.746279,78.985868,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
2,-553.412207,0.745906,64.327842,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
11,-502.619142,0.750461,-47.651095,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
13,796.376238,0.744162,-15.419031,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
9,-127.469354,0.749374,-51.015491,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
15,1063.135963,0.744028,39.069364,0.824551,-0.6604931,0.801033654,-1.21,-1.514020358,1.248387
10,853.313319,0.680672,-12.990516,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
1,799.09842,0.745381,17.650032,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
13,582.807761,0.744162,-29.04201,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
4,-316.006939,0.658266,79.190389,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
0,674.904924,0.746279,20.850292,-1.564813,-18.06275972,-11.54307877,0.639,-0.055362526,-0.086632
7,955.670669,0.744838,7.583486,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
1,-553.17764,0.745381,112.285701,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
10,-524.215605,0.680672,-105.24836,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
11,-40.471155,0.750461,-33.285241,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
1,-178.728495,0.745381,86.080811,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
11,730.343938,0.750461,-9.324482,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
8,-90.939069,0.746084,-2.063066,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
16,-401.950138,0.696091,-141.695122,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
4,618.09855,0.658266,25.040517,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
10,828.332224,0.680672,-14.663586,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
3,1049.597811,0.74837,-12.626741,0.906113,0.90274396,-0.996281876,-1.1,1.107733804,-1.003732
9,923.749893,0.749374,-4.903503,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
16,-5.038877,0.696091,-102.723841,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
15,1021.382495,0.744492,14.259552,0.01884,0.011195606,-0.594246623,-53.1,89.32075372,-1.682803
7,482.269211,0.744838,45.745736,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
10,-10.318805,0.680672,-70.830926,-1.784363,14.93128321,8.367850718,0.56,0.06697348,0.119505
11,315.945558,0.750461,-22.20604,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
3,1044.992817,0.748443,-15.250013,0.999442,2.887617628,-2.889229818,-1.0,0.346306239,-0.346113
1,-219.545226,0.745381,88.937269,-1.774641,-14.28938024,-8.051983606,0.563,-0.069982041,-0.124193
16,-398.696767,0.696091,-141.375685,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
10,-509.940694,0.680672,-104.292321,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
4,318.093867,0.658266,42.431717,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
12,1043.273607,0.746767,0.820732,-0.9899,-2.718721248,-2.746460499,1.01,-0.367819982,-0.364105
12,1050.485123,0.744867,2.84109,-0.617289,0.608178486,0.985241088,1.62,1.64425415,1.01498
5,864.348258,0.754196,21.855484,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
-1,679.487721,0.746216,-0.6416,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
8,556.353829,0.746084,-0.666708,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
14,-419.089708,0.746095,-189.448969,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
15,1045.181085,0.744939,0.269685,-1.722314,-20.11485098,-11.67896851,0.581,-0.049714512,-0.085624
14,-330.552409,0.746095,-177.973233,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
16,134.856076,0.696091,-88.988061,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
6,1056.074861,0.745696,-48.840865,1.717249,11.59105114,-6.749778945,-0.582,0.086273452,-0.148153
10,737.329666,0.680672,-20.75834,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
1,-496.389144,0.745381,108.3115,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
13,10.444243,0.744162,-65.551593,-1.708548,15.67719736,9.175743006,0.585,0.063786911,0.108983
16,762.756677,0.696091,-27.336772,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
16,157.629673,0.696091,-86.752004,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
3,1041.696651,0.748359,0.23811,-0.98979,2.172035366,2.194440604,1.01,0.46039766,0.455697
16,-397.070081,0.696091,-141.215967,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
3,1050.327072,0.749344,-11.868819,0.792006,0.652199799,-0.823478356,-1.26,1.533272475,-1.214361
1,270.255551,0.745381,54.659782,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
16,-372.669799,0.696091,-138.820191,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
-1,761.423782,0.746216,-0.412562,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
11,84.018893,0.750461,-29.415472,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
3,1038.559183,0.748455,-13.145039,1.026203,-1.145488439,1.116239612,-0.974,-0.872990042,0.895865
17,-386.362366,0.749372,16.272053,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
7,-313.831511,0.744838,109.9217,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
11,-429.289388,0.750461,-45.371642,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
11,484.774528,0.750461,-16.957998,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
8,899.132088,0.746084,0.072742,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
14,770.52964,0.746095,-35.256808,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
8,-102.099292,0.746084,-2.087141,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
-1,321.218279,0.746216,-1.643082,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
14,968.531237,0.746095,-9.592889,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
0,872.073651,0.746279,9.933625,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
-1,419.220234,0.746216,-1.369134,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
13,-532.873963,0.744162,-100.20845,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
15,1063.247416,0.746535,5.405566,-0.825676,0.673946953,0.816236578,1.21,1.483796308,1.225135
8,-202.541293,0.746084,-2.303817,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
9,820.505146,0.749374,-9.432359,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
3,1038.269361,0.748334,-1.828986,-0.92283,0.950222051,1.029682662,1.08,1.052385596,0.971173
17,-416.630393,0.749372,16.608357,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
13,-151.8678,0.744162,-75.905056,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
1,882.506524,0.745381,11.812924,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
7,-494.018917,0.744838,124.447123,-1.638068,-12.40490723,-7.572889057,0.61,-0.080613259,-0.13205
8,164.151728,0.746084,-1.512777,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
17,-32.704373,0.749372,12.342605,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
7,18.696157,0.744838,83.11569,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
5,308.713542,0.754196,87.699049,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
4,793.669472,0.658266,14.862712,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
7,282.424997,0.744838,61.855751,-1.638068,-12.40490723,-7.572889057,0.61,-0.080613259,-0.13205
2,-211.080989,0.745906,50.610675,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
4,662.417423,0.658266,22.471362,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
3,1037.423478,0.749264,-2.743404,-0.811321,0.682626745,0.841376896,1.23,1.464929418,1.188528
16,914.038428,0.696091,-12.482964,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
11,-499.208456,0.750461,-47.545074,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
5,755.148372,0.754196,34.795838,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
15,1022.706252,0.743506,6.298777,-0.672841,-0.493994674,-0.734192289,1.49,-2.024313322,-1.362041
8,-274.28558,0.746084,-2.458586,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
-1,512.402421,0.746216,-1.108659,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
0,955.009722,0.746279,5.341686,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
1,-121.939999,0.745381,82.10661,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
13,1020.196002,0.744162,-1.142149,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
2,974.975655,0.745906,3.085544,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
15,1064.559872,0.744865,11.998555,-0.168963,0.097541136,0.577292877,5.92,10.25208478,1.732223
14,466.283285,0.746095,-74.69161,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
-1,191.084536,0.746216,-2.006849,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
0,19.240683,0.746279,57.152534,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
14,813.993406,0.746095,-29.623265,-1.60977,7.715168943,4.792715073,0.621,0.12961479,0.20865
8,275.753952,0.746084,-1.272026,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
16,-162.82737,0.696091,-118.216522,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
12,1051.319858,0.746637,4.585517,-0.429921,0.443654319,1.031943821,2.33,2.254007132,0.969045
17,-427.781771,0.749372,16.732259,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
11,662.130213,0.750461,-11.444903,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
16,790.41033,0.696091,-24.62156,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
17,-263.697207,0.749372,14.909137,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
14,405.11206,0.746095,-82.6203,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
17,23.052517,0.749372,11.723098,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
11,309.124186,0.750461,-22.418082,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
4,566.961388,0.658266,28.004926,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
10,171.686312,0.680672,-58.641418,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
-1,-122.200402,0.746216,-2.882585,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
16,-227.89479,0.696091,-124.605257,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
10,-215.520652,0.680672,-84.573999,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
13,309.440111,0.744162,-46.479422,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
1,218.790977,0.745381,58.261402,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
13,-218.501165,0.744162,-80.155426,-1.708547,15.67704434,9.175658812,0.585,0.063787534,0.108984
2,748.483789,0.745906,12.161043,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
1,-24.334772,0.745381,75.275952,-1.77464,-14.28937219,-8.051983606,0.563,-0.069982081,-0.124193
2,432.086754,0.745906,24.83903,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
1,896.703648,0.745381,10.819374,-1.774641,-14.28938024,-8.051983606,0.563,-0.069982041,-0.124193
-1,232.855861,0.746216,-1.890085,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
4,512.415082,0.658266,31.166962,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
8,856.085516,0.746084,-0.020119,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
7,829.539484,0.744838,17.751283,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
-1,210.363609,0.746216,-1.952958,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
2,-539.580643,0.745906,63.773613,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
5,324.772349,0.754196,85.796056,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
2,824.557393,0.745906,9.112783,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
15,1022.075432,0.74271,7.551331,-0.46992,-0.313272064,-0.666649778,2.13,-3.192113551,-1.500038
16,-449.124017,0.696091,-146.326954,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
3,1043.325104,0.748521,0.716221,-1.043989,3.939655465,3.773656107,0.958,0.253829303,0.264995
15,1040.84792,0.744934,44.325056,1.720235,-20.7000349,12.03325993,-0.581,-0.048309097,0.083103
14,-163.136425,0.746095,-156.27366,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
14,-85.867509,0.746095,-146.258472,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
14,483.990745,0.746095,-72.396462,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
15,1055.906966,0.742089,0.554034,-1.560252,5.387740726,3.45312214,0.641,0.185606556,0.289593
12,1052.481676,0.746891,8.071915,-0.214263,0.197657588,0.922499864,4.67,5.059254281,1.084011
1,220.565617,0.745381,58.137208,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
8,551.570877,0.746084,-0.677026,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
15,1045.509991,0.744806,43.627779,1.733951,-17.64207153,10.17449255,-0.577,-0.056682686,0.098285
17,924.721094,0.749372,1.704775,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
-1,-0.099606,0.746216,-2.541273,-1.606589,357.814922,222.7171492,0.622,0.002794741,0.00449
13,-39.103644,0.744162,-68.712124,-1.708548,15.67719736,9.175743006,0.585,0.063786911,0.108983
6,1028.86819,0.745668,-49.491795,1.560497,-5.744407429,3.681139681,-0.641,-0.17408236,0.271655
7,470.802739,0.744838,46.670081,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
15,1028.86102,0.746114,1.219835,15.31443,-16.46054481,1.074838882,-0.0653,-0.060751331,0.930372
9,52.426797,0.749374,-43.124303,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
3,1036.392622,0.749011,-4.372248,-0.442226,0.323220201,0.730893708,2.26,3.093866032,1.368188
14,411.551136,0.746095,-81.785701,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
16,850.597694,0.696091,-18.711981,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
4,67.521774,0.658266,56.957321,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
9,-405.917309,0.749374,-63.229678,-1.564315,22.79677936,14.57301078,0.639,0.043865845,0.06862
10,787.291855,0.680672,-17.4122,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
6,1020.048537,0.745382,-40.110252,0.273204,-0.164632493,0.602599131,-3.66,-6.074135079,1.659478
17,974.105769,0.749372,1.156068,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
9,1014.480126,0.749374,-0.923599,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
8,864.057103,0.746084,-0.002922,-1.594317,463.4642442,290.6976744,0.627,0.002157664,0.00344
9,-297.979619,0.749374,-58.494965,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
10,53.918296,0.680672,-66.528747,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
4,-65.434846,0.658266,64.664784,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
9,1033.251898,0.749374,-0.100171,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
2,231.52907,0.745906,32.875349,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279
11,29.447913,0.750461,-31.111809,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
1,-286.981565,0.745381,93.656633,-1.774641,-14.28938024,-8.051983606,0.563,-0.069982041,-0.124193
5,265.354764,0.754196,92.837131,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
1,-336.671499,0.745381,97.134059,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
3,1042.324892,0.748908,-15.287155,1.203655,-8.082561107,6.715014773,-0.831,-0.12372316,0.14892
14,503.307974,0.746095,-69.892666,-1.60977,7.71520592,4.792738043,0.621,0.129614168,0.208649
10,132.430307,0.680672,-61.270528,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
8,736.511705,0.746084,-0.278067,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
0,862.684664,0.746279,10.453466,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
6,1067.876078,0.745382,-9.053903,-0.272887,-0.164419374,-0.602518164,3.66,-6.082008304,-1.659701
11,791.736291,0.750461,-7.416102,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
2,110.502882,0.745906,37.724853,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
15,1049.3753,0.744632,0.080608,-1.702441,-42.46441845,-24.9432541,0.587,-0.023549127,-0.040091
1,-8.363007,0.745381,74.158207,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
3,1048.236633,0.748176,-13.710441,1.011175,1.351326971,-1.336392782,-0.989,0.740013351,-0.748283
14,18.767481,0.746095,-132.696239,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
14,277.940303,0.746095,-99.10363,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
15,1059.156637,0.746741,42.101032,1.341226,-1.961433111,1.46241805,-0.746,-0.509831304,0.683799
10,371.535068,0.680672,-45.25686,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
12,1042.053953,0.746619,-1.172777,-0.96807,-2.280419491,-2.355634914,1.03,-0.43851581,-0.424514
14,-53.672127,0.746095,-142.085477,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
13,634.064196,0.744162,-25.772495,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
13,316.274302,0.744162,-46.043487,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
15,1049.492752,0.744634,-0.153045,-1.702825,-42.10431966,-24.7261578,0.587,-0.023750532,-0.040443
7,444.593662,0.744838,48.78287,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
9,307.410037,0.749374,-31.939401,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
16,177.149898,0.696091,-84.835384,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
12,1036.155643,0.745687,4.648862,-0.201179,-0.167679069,-0.833481971,4.97,-5.963773555,-1.199786
11,15.805168,0.750461,-31.535894,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
3,1040.361773,0.748933,-14.523678,1.376567,-2.396275813,1.74076221,-0.726,-0.417314232,0.574461
15,1064.507534,0.744915,11.202069,-0.195589,0.113625814,0.580941741,5.11,8.800817019,1.721343
-1,-395.320605,0.746216,-3.646046,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
16,-333.629347,0.696091,-134.986951,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
5,936.612889,0.754196,13.292014,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
9,321.488866,0.749374,-31.321829,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
6,1018.612967,0.746771,-12.580499,-0.033828,0.020405726,0.603219988,29.6,49.00585314,1.65777
12,1039.064744,0.74384,0.556043,-0.970781,-1.169635391,-1.2048396,1.03,-0.854967289,-0.829986
14,-61.720973,0.746095,-143.128726,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
